"siren";"effectif_43plus_2024";"departs_2030";"departs_bas";"departs_haut";"part_departs_pct"
"311875935";575;226,2;214,7;238,1;39,3
"314900238";624;245,4;233,4;257,7;39,3
"966322757";571;224,6;213,8;235,6;39,3
"324681552";587;230,8;219,1;242,9;39,3
"386190998";550;216;204,3;228,1;39,3
"718821115";598;234,8;223,6;246,4;39,3
"852819212";603;236,6;225;248,5;39,2
"775073524";569;222,9;211,6;234,7;39,2
"135440208";554;217;205,5;228,8;39,2
"887216150";565;221,1;208,3;234,2;39,1
"348930841";555;217,2;206,3;228,4;39,1
"237840108";600;234,5;222,4;247;39,1
"186493802";554;216,4;205,4;227,6;39,1
"137618276";563;219,9;208,8;231,3;39,1
"224884662";616;240,5;228,2;253,2;39
"743889564";617;240,9;228,6;253,4;39
"587411510";586;228,8;216,2;241,8;39
"458369391";551;215,1;204,5;225,9;39
"751914889";606;236,5;224,6;248,6;39
"244859846";591;230,5;218,3;243,1;39
"124993763";560;218,4;207,1;229,9;39
"590365394";575;224,1;213,1;235,6;39
"806679816";608;237;225,3;249,2;39
"637440247";529;206,1;195,3;217,1;39
"956847621";602;234,5;222,4;246,8;39
"153169282";588;229;217,7;240,4;39
"693073206";592;230,5;218,7;242,6;38,9
"740148389";524;203,9;193,9;214,2;38,9
"600928338";590;229,4;218,1;241;38,9
"777306465";561;217,9;206,5;229,8;38,8
"799764287";603;234,1;222,6;246,1;38,8
"680783343";582;225,8;214,9;237;38,8
"288587031";550;213,2;201;225,8;38,8
"925344770";584;226,3;216,1;236,8;38,8
"958928214";595;230,5;219;242,4;38,7
"828892244";603;233,6;221,4;246,1;38,7
"242148871";608;235,5;223,4;247,8;38,7
"168122421";628;243,1;231,6;255;38,7
"169606284";565;218,7;207;230,7;38,7
"221211459";597;231,1;219,6;242,6;38,7
"688791217";641;248;234,8;261,6;38,7
"329580595";602;232,9;220,5;245,5;38,7
"755907212";539;208,5;197,4;220;38,7
"679429468";555;214,7;203,7;225,8;38,7
"143289413";570;220,4;209,6;231,4;38,7
"787105115";612;236,5;225,4;247,8;38,7
"802290148";571;220,6;209,8;231,6;38,6
"634476093";576;222,5;210,9;234,5;38,6
"925006463";580;224,1;213,2;235,2;38,6
"326814811";580;223,8;211,5;236,3;38,6
"804368534";582;224,5;212,1;237,3;38,6
"124343798";560;216;204,9;227,3;38,6
"675913915";594;228,9;217,6;240,4;38,5
"325727125";586;225,8;215,3;236,6;38,5
"517098438";595;229,2;217,2;241,7;38,5
"568636958";591;227,6;214,9;240,8;38,5
"306524341";593;228,4;215,3;241,7;38,5
"416649057";572;220,3;209,1;231,7;38,5
"701692232";570;219,5;208,5;230,6;38,5
"967150070";568;218,7;207,8;230;38,5
"661840657";574;221;210,1;232,3;38,5
"554920814";569;219,1;206,8;231,8;38,5
"493840357";587;225,8;215,5;236,2;38,5
"149101324";575;221,1;209,7;232,8;38,5
"958663100";582;223,6;211,2;236,4;38,4
"151497884";553;212,4;201,8;223,4;38,4
"721150038";605;232,4;220,9;244,4;38,4
"717762294";587;225,5;213,9;237,4;38,4
"762928162";579;222,3;210,9;234,2;38,4
"241434666";612;235;222;248,5;38,4
"211059452";579;221,8;210,6;233,4;38,3
"301334127";586;224,5;212,7;236,7;38,3
"441814220";585;224;212,6;235,8;38,3
"279210591";592;226,7;215;238,7;38,3
"615863729";576;220,5;210;231,5;38,3
"473259899";527;201,7;191,3;212,4;38,3
"834329452";592;226,4;214,3;238,8;38,2
"946562069";548;209,5;198,9;220,5;38,2
"982511163";604;230,9;219,4;242,6;38,2
"939761899";596;227,8;216,7;239,1;38,2
"702489195";610;233,1;220,8;245,8;38,2
"780551992";652;249,2;236,3;262,4;38,2
"693543186";587;224,3;212,5;236,5;38,2
"557717869";592;226,2;214,6;238,2;38,2
"368256974";592;226,2;215,1;237,7;38,2
"562821202";591;225,8;214,3;237,7;38,2
"552683623";599;228,8;217,4;240,5;38,2
"927575516";565;215,8;204,9;227;38,2
"210346510";564;215,3;204,9;226,2;38,2
"987591630";542;206,8;196,1;217,9;38,2
"386754847";587;224;212,4;235,9;38,2
"289138324";564;215,1;204,4;226,1;38,1
"735618718";576;219,6;208,1;231,6;38,1
"172400816";639;243,6;230,4;257,1;38,1
"216629847";573;218,4;207,2;229,9;38,1
"530051153";611;232,9;220,7;245,6;38,1
"213455043";525;200,1;189,9;210,6;38,1
"999440541";577;219,8;208,3;231,7;38,1
"238046958";579;220,5;209,8;231,6;38,1
"375292505";586;223,1;211,9;234,3;38,1
"299536083";578;219,9;209,2;230,8;38,1
"164697717";578;219,8;208,5;231,5;38
"179489351";565;214,9;203,3;226,8;38
"363500916";545;207,2;196,6;218,2;38
"565747964";592;225;213,3;236,9;38
"243448631";596;226,5;215,3;238;38
"793741170";573;217,7;207,4;228,4;38
"758353167";562;213,5;201,9;225,4;38
"366593079";586;222,6;210,2;235,4;38
"707451763";586;222,5;211,6;233,6;38
"523987467";545;206,9;196;218;38
"109297927";564;214,1;203,5;225,1;38
"272499806";569;216;205,7;226,7;38
"899840946";560;212,6;201,5;224;38
"634442357";601;228,1;216,6;240;38
"165813364";573;217,4;206,6;228,6;37,9
"764071297";592;224,5;213,5;235,9;37,9
"766351538";602;228,2;216,8;239,8;37,9
"990537166";569;215,7;204,6;227,1;37,9
"587019945";595;225,5;213,8;237,6;37,9
"135626354";583;220,9;209,3;232,9;37,9
"453471010";585;221,7;210,1;233,7;37,9
"890252248";608;230,4;218,5;242,8;37,9
"396378068";559;211,7;201,6;222,1;37,9
"346185893";517;195,8;184,7;207,2;37,9
"240931090";560;212;201,4;223;37,9
"888904958";541;204,8;194,5;215,6;37,9
"803622685";617;233,5;222,4;245;37,8
"353332704";632;239,2;228,1;250,8;37,8
"884374253";547;207;196,5;217,8;37,8
"198988578";618;233,8;221,3;246,7;37,8
"676296286";571;216;205,5;226,8;37,8
"800879821";572;216,4;205,2;227,8;37,8
"733401192";589;222,8;211,6;234,2;37,8
"168785389";606;229,1;216,9;241,6;37,8
"890723563";601;227,2;214,8;240,1;37,8
"459202549";614;232,1;221,3;243,2;37,8
"896383422";631;238,5;226,4;250,8;37,8
"339192471";561;212;200,7;223,8;37,8
"696539044";590;223;210,9;235,5;37,8
"863421964";564;213,1;202,6;224,1;37,8
"416047065";559;211,2;200,6;222,1;37,8
"704399200";576;217,6;205,2;230,1;37,8
"966412157";626;236,5;223,3;250;37,8
"345240669";581;219,4;207;232,3;37,8
"101105686";552;208,5;197,6;219,6;37,8
"292924662";601;226,9;215;239,3;37,8
"139837299";570;215,1;204,2;226,5;37,7
"565453300";583;220;208,7;231,7;37,7
"442926241";592;223,4;211,6;235,6;37,7
"934071758";614;231,7;219,3;244,4;37,7
"703971920";609;229,7;217,3;242,7;37,7
"940310455";559;210,9;198,9;223,4;37,7
"218930005";555;209,4;198;220,9;37,7
"485028607";568;214,2;203,8;224,9;37,7
"534961648";560;211,1;200,3;222,1;37,7
"784906324";572;215,5;204;227,5;37,7
"755093739";588;221,6;210,5;233;37,7
"892686672";553;208,3;198,2;218,8;37,7
"338499420";551;207,5;196,8;218,6;37,7
"383019041";590;222,2;211,2;233,6;37,7
"932475185";587;221,1;210,7;231,7;37,7
"335523324";607;228,6;217,2;240,4;37,7
"940861408";609;229,3;217,6;241,2;37,6
"582445979";605;227,7;216,7;239,1;37,6
"581199339";566;213;201,9;224,3;37,6
"404833203";618;232,6;220,1;245,4;37,6
"154996385";585;220,1;208,5;232,1;37,6
"844534268";569;214;203,4;224,9;37,6
"742664550";597;224,6;213,3;236;37,6
"744858115";574;215,9;204,5;227,6;37,6
"391347038";564;212;200,9;223,5;37,6
"370222103";563;211,7;200,4;223,3;37,6
"131803499";571;214,6;203,5;226,1;37,6
"419577444";604;227;215,2;239,2;37,6
"303033180";562;211,1;200,6;222,1;37,6
"381158411";592;222,3;211,2;233,7;37,6
"339437394";565;212,2;201,8;222,9;37,6
"909094712";548;205,7;195;216,8;37,5
"502564460";615;230,8;219,5;242,6;37,5
"151019859";633;237,6;226,2;249,4;37,5
"408888380";575;215,8;204,5;227,5;37,5
"359621144";540;202,6;192,8;213;37,5
"389606942";614;230,4;218,2;242,9;37,5
"749151805";581;218;206,8;229,5;37,5
"283629188";581;217,9;206,7;229,5;37,5
"260432444";548;205,5;195,1;216,4;37,5
"913579348";559;209,6;198,8;221;37,5
"557970742";599;224,6;213,1;236,5;37,5
"984398748";618;231,7;219,7;244,1;37,5
"501011674";586;219,7;209;230,8;37,5
"466885953";635;238,1;225,8;250,6;37,5
"360914249";565;211,8;200,6;223,4;37,5
"463888235";577;216,3;204,9;228;37,5
"606246839";588;220,4;209,7;231,4;37,5
"681436096";615;230,4;218,4;242,8;37,5
"452894686";578;216,4;205,3;227,9;37,4
"977849708";571;213,8;202,3;225,6;37,4
"138709518";579;216,8;204,8;229,1;37,4
"671513609";604;226;214,4;237,9;37,4
"522809389";616;230,5;218,5;242,9;37,4
"105997932";597;223,4;211,8;235,5;37,4
"153873396";612;229;217,3;241,1;37,4
"746507571";551;206,1;195,1;217,4;37,4
"877408438";594;222,1;210,3;234,4;37,4
"957181344";577;215,7;204,5;227,4;37,4
"432511907";591;220,9;209,3;232,9;37,4
"937879990";593;221,7;209,4;234,2;37,4
"491483654";607;226,9;215;239,2;37,4
"729955408";571;213,4;201,9;225,4;37,4
"690187837";655;244,8;231;259;37,4
"745919558";599;223,8;211,1;237;37,4
"336022477";575;214,8;203,9;226,1;37,3
"701349071";571;213,3;202,5;224,6;37,3
"722290127";609;227,4;216;239,2;37,3
"199972251";584;218;207,2;229,4;37,3
"659465353";579;216,2;205,8;226,9;37,3
"976097300";542;202,3;191,9;212,8;37,3
"668540212";599;223,5;212;235,3;37,3
"212645500";624;232,8;220;245,9;37,3
"191031601";534;199,2;189,5;209,3;37,3
"226989669";571;213;202,4;223,9;37,3
"607238620";613;228,6;216,9;240,7;37,3
"654838470";592;220,6;208,5;233,2;37,3
"945969917";557;207,5;197,2;218,2;37,3
"741685982";581;216,5;204,3;229;37,3
"847930828";626;233,2;220,3;246,4;37,2
"134990727";578;215,3;203,5;227,3;37,2
"629031060";559;208,1;198,7;217,8;37,2
"397925723";576;214,4;203,7;225,4;37,2
"258200595";582;216,5;206,1;227,1;37,2
"630843681";588;218,7;207,8;229,9;37,2
"517379555";565;210,1;199,9;220,9;37,2
"864810513";562;209;196,9;221,5;37,2
"519565624";601;223,4;211,9;235,4;37,2
"544458612";568;211,2;200,1;222,6;37,2
"308209232";573;213;202,3;224,1;37,2
"148048844";580;215,5;203,7;227,9;37,2
"576066575";565;209,9;199,7;220,4;37,2
"529926870";599;222,5;211,8;233,6;37,1
"136112912";541;201;190,6;211,6;37,1
"667386703";613;227,7;215,8;240;37,1
"394824090";574;213,1;203;223,5;37,1
"445224443";579;215;203;227,4;37,1
"161466522";595;220,9;209,2;232,9;37,1
"213834522";556;206,3;196,3;216,7;37,1
"713633681";538;199,6;189,4;210,2;37,1
"776764999";574;213;201,2;224,9;37,1
"724410241";572;212,2;200,7;223,9;37,1
"213864336";567;210,3;199;222,2;37,1
"906916680";526;195,1;186,1;204,5;37,1
"860722676";633;234,8;223,3;246,7;37,1
"158903527";559;207,4;195,8;219,3;37,1
"463465427";540;200,2;189,7;211;37,1
"706726520";573;212,5;201,3;224,1;37,1
"217253172";583;216,1;205,1;227,5;37,1
"525397127";550;203,9;193,5;214,7;37,1
"498178046";563;208,7;197,5;220,1;37,1
"215806391";592;219,4;208,1;230,9;37,1
"530379740";592;219,3;208;231;37
"520981234";593;219,7;207,5;232,2;37
"628826642";631;233,7;220,8;247,1;37
"371854965";591;218,8;205,6;232,6;37
"426199879";605;224;212,3;236;37
"616817906";593;219,5;207,8;231,7;37
"238654247";566;209,5;197,9;221,6;37
"587197826";597;220,9;209,4;232,9;37
"949001275";609;225,3;212,4;238,7;37
"493454967";573;211,9;200,8;223,5;37
"560798366";572;211,5;200,9;222,6;37
"840747523";579;214;202,5;226;37
"784747562";601;222,2;211,3;233,3;37
"466800470";585;216,2;204,5;228,4;37
"734344971";589;217,7;206,6;229,2;37
"666725710";616;227,6;215,9;239,8;36,9
"740421164";588;217,2;205,8;229;36,9
"947536705";618;228,3;216,5;240,4;36,9
"126043684";593;219;207,7;230,8;36,9
"268806543";538;198,7;188,3;209,4;36,9
"307472158";656;242,3;229,5;255,6;36,9
"568648041";553;204,2;193,4;215,2;36,9
"637564280";627;231,5;218,9;244,5;36,9
"146766086";594;219,2;208,3;230,4;36,9
"871548605";568;209,6;198,4;221,1;36,9
"180842511";572;211;199,5;222,7;36,9
"310465993";587;216,5;205,5;228;36,9
"656597400";608;224,3;212;236,9;36,9
"959858237";570;210,2;199;221,9;36,9
"296854700";540;199,1;188,7;209,7;36,9
"438095978";588;216,7;205,2;228,4;36,8
"519395588";586;215,9;205,7;226,4;36,8
"157137263";626;230,6;218,2;243,4;36,8
"646195526";559;205,8;194,9;217,4;36,8
"476467820";580;213,5;202,4;225,1;36,8
"908852197";598;220,1;209,2;231,5;36,8
"891127432";580;213,5;202,2;225,1;36,8
"526030586";614;226;214,2;238,1;36,8
"773159639";580;213,4;202,8;224,7;36,8
"114520006";568;209;197,5;221;36,8
"401348878";555;204,2;192,7;216,2;36,8
"272255206";592;217,8;206;229,9;36,8
"642930677";599;220,3;208,8;232,1;36,8
"663916117";610;224,4;211,6;237,4;36,8
"627526946";580;213,3;201;225,8;36,8
"862873420";605;222,4;210;235,3;36,8
"381028264";608;223,4;212;235,2;36,7
"171772856";584;214,6;202,9;226,5;36,7
"709005735";626;230;217,7;242,7;36,7
"778329224";594;218,2;207;229,7;36,7
"302320100";563;206,8;195,7;218,3;36,7
"125505622";579;212,6;202,3;223,4;36,7
"131071006";595;218,5;207,1;230,5;36,7
"839940142";603;221,4;209,4;233,8;36,7
"115302374";581;213,3;202,9;224,1;36,7
"924315637";551;202,2;192,4;212,3;36,7
"758715330";616;226,1;214;238,6;36,7
"829556329";630;231,2;219,5;243,4;36,7
"796203834";590;216,5;205,3;228,2;36,7
"899707647";578;212,1;201,4;223,2;36,7
"104850660";628;230,4;218,4;242,8;36,7
"911844705";566;207,6;197,2;218,4;36,7
"554595984";587;215,2;203,2;227,5;36,7
"261620373";576;211,1;200,6;221,9;36,7
"766155792";560;205,3;194,9;216;36,7
"694257863";588;215,5;204,1;227,3;36,7
"119693790";552;202,3;192,3;212,7;36,7
"791981396";603;221;209,3;233,1;36,7
"858745656";580;212,5;200,4;224,9;36,6
"692322886";570;208,9;197,5;220,7;36,6
"165295866";539;197,5;186,9;208,3;36,6
"331568162";569;208,4;197,3;220;36,6
"885051572";541;198,1;187,7;209;36,6
"398831763";573;209,8;198;221,8;36,6
"241010822";624;228,4;216,8;240,3;36,6
"435125528";541;198;187,6;208,7;36,6
"316331581";540;197,6;187,4;208;36,6
"370962745";565;206,7;196,1;217,6;36,6
"653344871";614;224,6;212,7;237;36,6
"376439944";631;230,7;219,4;242,4;36,6
"374222765";569;208;197,5;218,8;36,5
"879837754";568;207,6;196,8;218,9;36,5
"281876011";584;213,4;201,6;225,8;36,5
"157412649";540;197,3;186,6;208,5;36,5
"500404848";566;206,8;195,6;218,4;36,5
"577203654";540;197,3;187,9;207;36,5
"216739365";568;207,5;197,4;218;36,5
"651160742";550;200,9;190,2;212,2;36,5
"235890093";602;219,9;208,6;231,6;36,5
"778277459";587;214,4;202,8;226,4;36,5
"785973551";529;193;183,3;203,2;36,5
"347148198";622;227;213,9;240,5;36,5
"392158828";573;209,1;197,8;220,8;36,5
"652864242";575;209,8;198,1;221,9;36,5
"940357531";563;205,3;194,5;216,6;36,5
"989061634";568;207,1;195,3;219,2;36,5
"719978679";582;212,1;200,7;224,1;36,4
"503422226";620;225,8;214,1;238,1;36,4
"570895744";586;213,4;200,7;226,4;36,4
"947219180";541;197;187,2;207,1;36,4
"657859997";601;218,8;206,3;231,6;36,4
"643607739";561;204,3;192,8;216;36,4
"501389698";605;220,3;208;232,9;36,4
"387323806";631;229,7;218,8;241,1;36,4
"216509162";595;216,5;205,2;228,3;36,4
"805013153";599;218;206,2;230,2;36,4
"541206773";609;221,5;209,7;233,5;36,4
"195563638";566;205,8;196,2;215,8;36,4
"748200292";563;204,7;194,4;215,3;36,4
"677835614";573;208,3;197,8;219,3;36,4
"893518440";581;211,2;200,7;222,2;36,4
"852647694";530;192,7;182,5;203,2;36,4
"720944793";584;212,3;200,6;224,3;36,4
"734354905";558;202,8;191,4;214,8;36,3
"100143691";575;209;197,9;220,6;36,3
"936005521";546;198,5;187,8;209,7;36,3
"802258897";596;216,6;205;228,6;36,3
"646166794";587;213,3;203,1;224;36,3
"937138929";542;197;187,5;206,7;36,3
"735647319";554;201,3;191,1;211,9;36,3
"108124474";625;227,1;214,4;240,1;36,3
"380866185";609;221,2;209,1;233,6;36,3
"179868513";556;201,9;191,7;212,4;36,3
"821090382";562;204,1;193,4;215,3;36,3
"694989098";571;207,3;195,8;219,2;36,3
"984801838";597;216,7;205,4;228,5;36,3
"708957196";571;207,2;196,3;218,7;36,3
"383634200";637;231;218,4;244,3;36,3
"204173688";598;216,8;205,7;228,3;36,3
"740402718";622;225,5;213,3;238,1;36,3
"228111428";612;221,7;210,4;233,5;36,2
"636150441";575;208,3;196,6;220,3;36,2
"348616993";612;221,6;209,1;234,5;36,2
"111057028";594;215,1;202,9;227,9;36,2
"834414145";580;209,9;198,9;221,2;36,2
"793779129";586;212;200,6;223,6;36,2
"621731759";599;216,6;205,2;228,5;36,2
"623218300";581;210,1;199,3;221,2;36,2
"371732062";574;207,6;196,9;218,7;36,2
"533604702";586;211,9;200,6;223,7;36,2
"170815157";599;216,5;204,4;228,9;36,1
"341848047";558;201,6;191,1;212,4;36,1
"340588435";561;202,7;192,8;213,1;36,1
"155698987";575;207,7;196,8;219,1;36,1
"314532709";593;214,1;204;224,7;36,1
"604381601";552;199,3;189,3;209,9;36,1
"867247844";618;223,1;211,8;234,7;36,1
"709140401";554;200;189,3;210,9;36,1
"441027040";559;201,7;191,5;212,4;36,1
"886892050";610;220,1;208,5;232;36,1
"438595202";597;215,4;204,1;227;36,1
"398228126";576;207,8;197,4;218,7;36,1
"295001131";560;202;192,1;212,2;36,1
"369406580";627;226,1;213,6;239,2;36,1
"568604885";586;211,3;199,8;223,3;36,1
"879380024";579;208,8;198,4;219,6;36,1
"335787707";558;201,2;191,7;210,9;36,1
"434130901";547;197,1;186,8;207,6;36
"935911393";567;204,2;192,8;216,1;36
"281143839";531;191,1;180,2;202,4;36
"817331932";580;208,7;197,3;220,3;36
"777252434";629;226,3;214,7;238,3;36
"145464644";576;207,2;195,9;219,1;36
"843044102";618;222,3;210,8;234,1;36
"930488448";610;219,3;208,4;230,6;36
"880450154";621;223,2;211,6;235,4;35,9
"398144240";630;226,4;214,2;239;35,9
"936285444";583;209,5;199,2;220,1;35,9
"611530483";545;195,8;185,6;206,3;35,9
"800162302";583;209,4;199;220,1;35,9
"252200546";595;213,7;203,2;224,6;35,9
"524543431";566;203,3;192,3;214,7;35,9
"716756509";614;220,4;208,7;232,6;35,9
"862308774";598;214,7;203,1;226,7;35,9
"478754397";556;199,4;188,3;210,9;35,9
"654098443";576;206,5;195,4;218,1;35,9
"462850314";595;213,2;201,7;225,2;35,8
"370059643";579;207,4;197,4;217,9;35,8
"895532615";588;210,6;199,2;222,6;35,8
"334190020";589;211;199,4;223;35,8
"938237591";560;200,6;188,9;212,6;35,8
"308399977";566;202,5;191,1;214,4;35,8
"129125214";584;208,9;198,3;219,9;35,8
"116907607";580;207,2;195,9;218,7;35,7
"897900980";579;206,7;195,1;218,8;35,7
"530245786";572;204,1;192,8;215,9;35,7
"466849108";589;210,1;198,2;222,7;35,7
"773038285";585;208,7;197,6;220,2;35,7
"352272552";543;193,7;183,5;204,2;35,7
"558493096";599;213,5;201,7;225,7;35,6
"402263069";564;201;190,1;212,4;35,6
"507320797";641;228,4;215,3;242,2;35,6
"825290177";604;215,2;204,7;226,1;35,6
"698502430";579;206,3;195,7;217,5;35,6
"624771585";569;202,7;192,5;213,4;35,6
"295117270";593;211,2;199,9;223;35,6
"312971043";557;198,4;188,1;209,1;35,6
"878001475";585;208,3;197;219,8;35,6
"398890900";623;221,8;210,5;233,5;35,6
"347948809";558;198,6;188,1;209,6;35,6
"926989150";575;204,6;192,9;216,6;35,6
"462890808";577;205,2;193,8;217;35,6
"893095166";577;205;194,2;216,3;35,5
"832642821";609;216,4;204,5;228,8;35,5
"621825009";607;215,5;203,8;227,8;35,5
"360349550";579;205,5;194;217,3;35,5
"841976644";579;205,3;192,8;218,2;35,5
"232631578";556;197;185,8;208,6;35,4
"976180445";562;199;189,6;208,8;35,4
"244800883";580;205,3;194,5;216,8;35,4
"137700935";592;209,6;198,4;221,2;35,4
"822443523";566;200,4;189,1;212,1;35,4
"528074005";587;207,7;196,3;219,7;35,4
"829836253";589;208,3;197,4;219,7;35,4
"295294763";536;189,6;179,6;199,9;35,4
"489087060";527;186,4;175,4;197,9;35,4
"758202223";583;206,1;195,3;217,4;35,4
"900123009";596;210,7;199,4;222,5;35,4
"361515376";565;199,6;188,7;211;35,3
"594833437";568;200,6;189,5;212,2;35,3
"733325048";571;201,7;190,3;213,6;35,3
"477170236";605;213,6;202,5;225;35,3
"872060714";611;215,5;203,7;227,9;35,3
"456586337";589;207,7;196,9;218,9;35,3
"194216718";571;201,2;190,3;212,5;35,2
"868424651";556;195,9;186,3;205,8;35,2
"518834144";600;211,4;200,8;222,2;35,2
"817710057";576;202,9;191,8;214,5;35,2
"702326596";569;200,3;189,7;211,3;35,2
"292158712";632;222,5;211,6;233,8;35,2
"220937082";545;191,8;181,8;202,1;35,2
"835036541";588;206,7;196;217,8;35,2
"227617652";603;211,9;199,5;224,9;35,1
"151638841";570;200,3;190,5;210,5;35,1
"154102114";579;203,4;192,6;214,7;35,1
"541059060";562;197,4;187,6;207,6;35,1
"235112631";625;219,5;208,5;231,1;35,1
"548012740";574;201,4;191,1;212,3;35,1
"782074126";641;224,9;212,7;237,7;35,1
"612906317";596;209;198,5;219,8;35,1
"631236446";610;213,9;201,5;226,8;35,1
"680605711";546;191,4;181,3;201,9;35,1
"130991317";583;204,4;193;216,2;35,1
"663872128";550;192,8;182,4;203,7;35,1
"777366290";572;200,5;188,4;212,9;35
"232237077";590;206,8;195;219;35
"809928675";602;210,8;199,6;222,3;35
"128099614";572;200,2;189,3;211,6;35
"213991641";587;205,4;195,2;216;35
"882414777";601;210,1;198,4;222,3;35
"362798235";574;200,6;189,6;212,2;35
"973939052";579;202,2;191;213,9;34,9
"153231138";554;193,3;181,8;205,5;34,9
"717733880";586;204,4;193,4;215,9;34,9
"451296120";525;183,1;173,5;193;34,9
"825944109";564;196,7;186;207,9;34,9
"210157900";598;208,5;197,7;219,8;34,9
"225103049";586;204,1;193,7;215;34,8
"669974920";578;201,3;190,3;212,9;34,8
"824760048";583;203;192,7;213,6;34,8
"572667811";592;206,1;194,2;218,5;34,8
"997359102";609;211,9;199,4;225;34,8
"392837534";578;201,1;189,7;213,1;34,8
"396176632";548;190,4;180,2;200,9;34,7
"322569305";618;214,4;202,7;226,6;34,7
"911734622";605;209,6;198,9;220,9;34,6
"288588470";579;200,4;188,3;213;34,6
"281034526";581;201;190,5;212,2;34,6
"482182062";594;205,4;194;217,5;34,6
"723157984";609;210,4;198,2;223,1;34,6
"211508075";563;194,3;184,1;204,8;34,5
"776642111";587;202,3;190,9;214,3;34,5
"365367793";592;204,1;191,6;216,9;34,5
"784162674";584;201,2;190;212,8;34,5
"425472993";561;193,3;182,8;204,1;34,5
"286001083";578;198,5;187,2;210,4;34,3
"214235853";571;195,8;185,7;206,2;34,3
"929771736";581;199,2;188;210,9;34,3
"457513958";597;204,4;193,1;216,3;34,2
"812385311";619;211,6;200,4;223,4;34,2
"851769539";582;198,4;188;209,2;34,1
"615672279";618;210,3;197,4;223,9;34
"159828755";596;202,6;191,2;214,6;34
"659581200";587;198,7;187,6;210,3;33,9
"484525010";603;203,8;192,3;215,9;33,8
"830261028";560;189,1;178,8;199,9;33,8
"787386247";557;187,8;178,8;197,1;33,7
"636209773";569;191,8;181,5;202,5;33,7
"938644703";560;188,3;178,5;198,6;33,6
"471841643";602;202,2;192,2;212,7;33,6
"741471951";592;197,8;186,9;209,2;33,4
"884545471";578;192,7;181,6;204,4;33,3
"762246933";598;199,2;187,7;211,3;33,3
"232489404";578;191,1;179,5;203,4;33,1
"279530706";576;188,9;178,4;199,9;32,8
"907452221";574;187,8;177,5;198,8;32,7
"618093320";618;201,8;190,4;213,8;32,7
"487086035";540;175,5;165,2;186,2;32,5
